"HealthTopic","Population","Indicator","Unit","Time","RegionCode","RegionName","NumValue","TxtValue"
"Influenza","Influenza activity","Intensity","-","2009-W13","PL","Poland",-,""
"Influenza","Influenza activity","Intensity","-","2009-W13","SI","Slovenia",-,""
"Influenza","Influenza activity","Intensity","-","2009-W14","BE","Belgium",-,""
"Influenza","Influenza activity","Intensity","-","2009-W14","ES","Spain",-,""
"Influenza","Influenza activity","Intensity","-","2009-W14","IE","Ireland",-,""
"Influenza","Influenza activity","Intensity","-","2009-W14","PL","Poland",-,""
"Influenza","Influenza activity","Intensity","-","2009-W14","SI","Slovenia",-,""
"Influenza","Influenza activity","Intensity","-","2009-W15","BE","Belgium",-,""
"Influenza","Influenza activity","Intensity","-","2009-W15","ES","Spain",-,""
"Influenza","Influenza activity","Intensity","-","2009-W15","IE","Ireland",-,""
"Influenza","Influenza activity","Intensity","-","2009-W15","IS","Iceland",-,""
"Influenza","Influenza activity","Intensity","-","2009-W15","PL","Poland",-,""
"Influenza","Influenza activity","Intensity","-","2009-W15","SI","Slovenia",-,""
"Influenza","Influenza activity","Intensity","-","2009-W16","BE","Belgium",-,""
"Influenza","Influenza activity","Intensity","-","2009-W16","ES","Spain",-,""
"Influenza","Influenza activity","Intensity","-","2009-W16","IE","Ireland",-,""
"Influenza","Influenza activity","Intensity","-","2009-W16","IS","Iceland",-,""
"Influenza","Influenza activity","Intensity","-","2009-W16","PL","Poland",-,""
"Influenza","Influenza activity","Intensity","-","2009-W16","SI","Slovenia",-,""
"Influenza","Influenza activity","Intensity","-","2009-W17","BE","Belgium",-,""
"Influenza","Influenza activity","Intensity","-","2009-W17","ES","Spain",-,""
"Influenza","Influenza activity","Intensity","-","2009-W17","IE","Ireland",-,""
"Influenza","Influenza activity","Intensity","-","2009-W17","IS","Iceland",-,""
"Influenza","Influenza activity","Intensity","-","2009-W17","PL","Poland",-,""
"Influenza","Influenza activity","Intensity","-","2009-W17","SI","Slovenia",-,""
"Influenza","Influenza activity","Intensity","-","2009-W18","BE","Belgium",-,""
"Influenza","Influenza activity","Intensity","-","2009-W18","ES","Spain",-,""
"Influenza","Influenza activity","Intensity","-","2009-W18","IE","Ireland",-,""
"Influenza","Influenza activity","Intensity","-","2009-W18","IS","Iceland",-,""
"Influenza","Influenza activity","Intensity","-","2009-W18","PL","Poland",-,""
"Influenza","Influenza activity","Intensity","-","2009-W18","SI","Slovenia",-,""
"Influenza","Influenza activity","Intensity","-","2009-W19","BE","Belgium",-,""
"Influenza","Influenza activity","Intensity","-","2009-W19","ES","Spain",-,""
"Influenza","Influenza activity","Intensity","-","2009-W19","IE","Ireland",-,""
"Influenza","Influenza activity","Intensity","-","2009-W19","IS","Iceland",-,""
"Influenza","Influenza activity","Intensity","-","2009-W19","PL","Poland",-,""
"Influenza","Influenza activity","Intensity","-","2009-W19","SI","Slovenia",-,""
"Influenza","Influenza activity","Intensity","-","2009-W20","BE","Belgium",-,""
"Influenza","Influenza activity","Intensity","-","2009-W20","ES","Spain",-,""
"Influenza","Influenza activity","Intensity","-","2009-W20","IE","Ireland",-,""
"Influenza","Influenza activity","Intensity","-","2009-W20","IS","Iceland",-,""
"Influenza","Influenza activity","Intensity","-","2009-W20","PL","Poland",-,""
"Influenza","Influenza activity","Intensity","-","2009-W20","SI","Slovenia",-,""
"Influenza","Influenza activity","Intensity","-","2009-W21","BE","Belgium",-,""
"Influenza","Influenza activity","Intensity","-","2009-W21","ES","Spain",-,""
"Influenza","Influenza activity","Intensity","-","2009-W21","IE","Ireland",-,""
"Influenza","Influenza activity","Intensity","-","2009-W21","IS","Iceland",-,""
"Influenza","Influenza activity","Intensity","-","2009-W21","PL","Poland",-,""
"Influenza","Influenza activity","Intensity","-","2009-W21","SE","Sweden",-,""
"Influenza","Influenza activity","Intensity","-","2009-W21","SI","Slovenia",-,""
"Influenza","Influenza activity","Intensity","-","2009-W22","BE","Belgium",-,""
"Influenza","Influenza activity","Intensity","-","2009-W22","ES","Spain",-,""
"Influenza","Influenza activity","Intensity","-","2009-W22","IE","Ireland",-,""
"Influenza","Influenza activity","Intensity","-","2009-W22","IS","Iceland",-,""
"Influenza","Influenza activity","Intensity","-","2009-W22","PL","Poland",-,""
"Influenza","Influenza activity","Intensity","-","2009-W22","SE","Sweden",-,""
"Influenza","Influenza activity","Intensity","-","2009-W22","SI","Slovenia",-,""
"Influenza","Influenza activity","Intensity","-","2009-W23","BE","Belgium",-,""
"Influenza","Influenza activity","Intensity","-","2009-W23","ES","Spain",-,""
"Influenza","Influenza activity","Intensity","-","2009-W23","IE","Ireland",-,""
"Influenza","Influenza activity","Intensity","-","2009-W23","IS","Iceland",-,""
"Influenza","Influenza activity","Intensity","-","2009-W23","PL","Poland",-,""
"Influenza","Influenza activity","Intensity","-","2009-W23","SE","Sweden",-,""
"Influenza","Influenza activity","Intensity","-","2009-W23","SI","Slovenia",-,""
"Influenza","Influenza activity","Intensity","-","2009-W24","BE","Belgium",-,""
"Influenza","Influenza activity","Intensity","-","2009-W24","ES","Spain",-,""
"Influenza","Influenza activity","Intensity","-","2009-W24","IE","Ireland",-,""
"Influenza","Influenza activity","Intensity","-","2009-W24","IS","Iceland",-,""
"Influenza","Influenza activity","Intensity","-","2009-W24","PL","Poland",-,""
"Influenza","Influenza activity","Intensity","-","2009-W24","SE","Sweden",-,""
"Influenza","Influenza activity","Intensity","-","2009-W24","SI","Slovenia",-,""
"Influenza","Influenza activity","Intensity","-","2009-W25","BE","Belgium",-,""
"Influenza","Influenza activity","Intensity","-","2009-W25","EE","Estonia",-,""
"Influenza","Influenza activity","Intensity","-","2009-W25","ES","Spain",-,""
"Influenza","Influenza activity","Intensity","-","2009-W25","IE","Ireland",-,""
"Influenza","Influenza activity","Intensity","-","2009-W25","IS","Iceland",-,""
"Influenza","Influenza activity","Intensity","-","2009-W25","PL","Poland",-,""
"Influenza","Influenza activity","Intensity","-","2009-W25","SE","Sweden",-,""
"Influenza","Influenza activity","Intensity","-","2009-W25","SI","Slovenia",-,""
"Influenza","Influenza activity","Intensity","-","2009-W26","BE","Belgium",-,""
"Influenza","Influenza activity","Intensity","-","2009-W26","BG","Bulgaria",-,""
"Influenza","Influenza activity","Intensity","-","2009-W26","CZ","Czechia",-,""
"Influenza","Influenza activity","Intensity","-","2009-W26","DE","Germany",-,""
"Influenza","Influenza activity","Intensity","-","2009-W26","DK","Denmark",-,""
"Influenza","Influenza activity","Intensity","-","2009-W26","EE","Estonia",-,""
"Influenza","Influenza activity","Intensity","-","2009-W26","EL","Greece",-,""
"Influenza","Influenza activity","Intensity","-","2009-W26","ES","Spain",-,""
"Influenza","Influenza activity","Intensity","-","2009-W26","HU","Hungary",-,""
"Influenza","Influenza activity","Intensity","-","2009-W26","IE","Ireland",-,""
"Influenza","Influenza activity","Intensity","-","2009-W26","IS","Iceland",-,""
"Influenza","Influenza activity","Intensity","-","2009-W26","IT","Italy",-,""
"Influenza","Influenza activity","Intensity","-","2009-W26","LV","Latvia",-,""
"Influenza","Influenza activity","Intensity","-","2009-W26","NL","Netherlands",-,""
"Influenza","Influenza activity","Intensity","-","2009-W26","PL","Poland",-,""
"Influenza","Influenza activity","Intensity","-","2009-W26","PT","Portugal",-,""
"Influenza","Influenza activity","Intensity","-","2009-W26","RO","Romania",-,""
"Influenza","Influenza activity","Intensity","-","2009-W26","SE","Sweden",-,""
"Influenza","Influenza activity","Intensity","-","2009-W26","SI","Slovenia",-,""
"Influenza","Influenza activity","Intensity","-","2009-W26","SK","Slovakia",-,""
"Influenza","Influenza activity","Intensity","-","2009-W27","BE","Belgium",-,""
"Influenza","Influenza activity","Intensity","-","2009-W27","BG","Bulgaria",-,""
"Influenza","Influenza activity","Intensity","-","2009-W27","CZ","Czechia",-,""
"Influenza","Influenza activity","Intensity","-","2009-W27","DE","Germany",-,""
"Influenza","Influenza activity","Intensity","-","2009-W27","DK","Denmark",-,""
"Influenza","Influenza activity","Intensity","-","2009-W27","EE","Estonia",-,""
"Influenza","Influenza activity","Intensity","-","2009-W27","EL","Greece",-,""
"Influenza","Influenza activity","Intensity","-","2009-W27","ES","Spain",-,""
"Influenza","Influenza activity","Intensity","-","2009-W27","HU","Hungary",-,""
"Influenza","Influenza activity","Intensity","-","2009-W27","IE","Ireland",-,""
"Influenza","Influenza activity","Intensity","-","2009-W27","IS","Iceland",-,""
"Influenza","Influenza activity","Intensity","-","2009-W27","IT","Italy",-,""
"Influenza","Influenza activity","Intensity","-","2009-W27","LT","Lithuania",-,""
"Influenza","Influenza activity","Intensity","-","2009-W27","LV","Latvia",-,""
"Influenza","Influenza activity","Intensity","-","2009-W27","NL","Netherlands",-,""
"Influenza","Influenza activity","Intensity","-","2009-W27","PL","Poland",-,""
"Influenza","Influenza activity","Intensity","-","2009-W27","PT","Portugal",-,""
"Influenza","Influenza activity","Intensity","-","2009-W27","RO","Romania",-,""
"Influenza","Influenza activity","Intensity","-","2009-W27","SE","Sweden",-,""
"Influenza","Influenza activity","Intensity","-","2009-W27","SI","Slovenia",-,""
"Influenza","Influenza activity","Intensity","-","2009-W27","SK","Slovakia",-,""
"Influenza","Influenza activity","Intensity","-","2009-W28","BE","Belgium",-,""
"Influenza","Influenza activity","Intensity","-","2009-W28","BG","Bulgaria",-,""
"Influenza","Influenza activity","Intensity","-","2009-W28","CZ","Czechia",-,""
"Influenza","Influenza activity","Intensity","-","2009-W28","DE","Germany",-,""
"Influenza","Influenza activity","Intensity","-","2009-W28","DK","Denmark",-,""
"Influenza","Influenza activity","Intensity","-","2009-W28","EE","Estonia",-,""
"Influenza","Influenza activity","Intensity","-","2009-W28","EL","Greece",-,""
"Influenza","Influenza activity","Intensity","-","2009-W28","ES","Spain",-,""
"Influenza","Influenza activity","Intensity","-","2009-W28","HU","Hungary",-,""
"Influenza","Influenza activity","Intensity","-","2009-W28","IE","Ireland",-,""
"Influenza","Influenza activity","Intensity","-","2009-W28","IS","Iceland",-,""
"Influenza","Influenza activity","Intensity","-","2009-W28","IT","Italy",-,""
"Influenza","Influenza activity","Intensity","-","2009-W28","LT","Lithuania",-,""
"Influenza","Influenza activity","Intensity","-","2009-W28","LV","Latvia",-,""
"Influenza","Influenza activity","Intensity","-","2009-W28","NL","Netherlands",-,""
"Influenza","Influenza activity","Intensity","-","2009-W28","PL","Poland",-,""
"Influenza","Influenza activity","Intensity","-","2009-W28","PT","Portugal",-,""
"Influenza","Influenza activity","Intensity","-","2009-W28","RO","Romania",-,""
"Influenza","Influenza activity","Intensity","-","2009-W28","SE","Sweden",-,""
"Influenza","Influenza activity","Intensity","-","2009-W28","SI","Slovenia",-,""
"Influenza","Influenza activity","Intensity","-","2009-W28","SK","Slovakia",-,""
"Influenza","Influenza activity","Intensity","-","2009-W29","BE","Belgium",-,""
"Influenza","Influenza activity","Intensity","-","2009-W29","BG","Bulgaria",-,""
"Influenza","Influenza activity","Intensity","-","2009-W29","CZ","Czechia",-,""
"Influenza","Influenza activity","Intensity","-","2009-W29","DE","Germany",-,""
"Influenza","Influenza activity","Intensity","-","2009-W29","DK","Denmark",-,""
"Influenza","Influenza activity","Intensity","-","2009-W29","EE","Estonia",-,""
"Influenza","Influenza activity","Intensity","-","2009-W29","EL","Greece",-,""
"Influenza","Influenza activity","Intensity","-","2009-W29","ES","Spain",-,""
"Influenza","Influenza activity","Intensity","-","2009-W29","HU","Hungary",-,""
"Influenza","Influenza activity","Intensity","-","2009-W29","IE","Ireland",-,""
"Influenza","Influenza activity","Intensity","-","2009-W29","IS","Iceland",-,""
"Influenza","Influenza activity","Intensity","-","2009-W29","IT","Italy",-,""
"Influenza","Influenza activity","Intensity","-","2009-W29","LT","Lithuania",-,""
"Influenza","Influenza activity","Intensity","-","2009-W29","LV","Latvia",-,""
"Influenza","Influenza activity","Intensity","-","2009-W29","NL","Netherlands",-,""
"Influenza","Influenza activity","Intensity","-","2009-W29","PL","Poland",-,""
"Influenza","Influenza activity","Intensity","-","2009-W29","PT","Portugal",-,""
"Influenza","Influenza activity","Intensity","-","2009-W29","RO","Romania",-,""
"Influenza","Influenza activity","Intensity","-","2009-W29","SE","Sweden",-,""
"Influenza","Influenza activity","Intensity","-","2009-W29","SI","Slovenia",-,""
"Influenza","Influenza activity","Intensity","-","2009-W29","SK","Slovakia",-,""
"Influenza","Influenza activity","Intensity","-","2009-W30","BE","Belgium",-,""
"Influenza","Influenza activity","Intensity","-","2009-W30","BG","Bulgaria",-,""
"Influenza","Influenza activity","Intensity","-","2009-W30","CZ","Czechia",-,""
"Influenza","Influenza activity","Intensity","-","2009-W30","DE","Germany",-,""
"Influenza","Influenza activity","Intensity","-","2009-W30","DK","Denmark",-,""
"Influenza","Influenza activity","Intensity","-","2009-W30","EE","Estonia",-,""
"Influenza","Influenza activity","Intensity","-","2009-W30","EL","Greece",-,""
"Influenza","Influenza activity","Intensity","-","2009-W30","ES","Spain",-,""
"Influenza","Influenza activity","Intensity","-","2009-W30","HU","Hungary",-,""
"Influenza","Influenza activity","Intensity","-","2009-W30","IE","Ireland",-,""
"Influenza","Influenza activity","Intensity","-","2009-W30","IS","Iceland",-,""
"Influenza","Influenza activity","Intensity","-","2009-W30","IT","Italy",-,""
"Influenza","Influenza activity","Intensity","-","2009-W30","LT","Lithuania",-,""
"Influenza","Influenza activity","Intensity","-","2009-W30","LV","Latvia",-,""
"Influenza","Influenza activity","Intensity","-","2009-W30","NL","Netherlands",-,""
"Influenza","Influenza activity","Intensity","-","2009-W30","PL","Poland",-,""
"Influenza","Influenza activity","Intensity","-","2009-W30","PT","Portugal",-,""
"Influenza","Influenza activity","Intensity","-","2009-W30","RO","Romania",-,""
"Influenza","Influenza activity","Intensity","-","2009-W30","SE","Sweden",-,""
"Influenza","Influenza activity","Intensity","-","2009-W30","SI","Slovenia",-,""
"Influenza","Influenza activity","Intensity","-","2009-W30","SK","Slovakia",-,""
"Influenza","Influenza activity","Intensity","-","2009-W31","BE","Belgium",-,""
"Influenza","Influenza activity","Intensity","-","2009-W31","BG","Bulgaria",-,""
"Influenza","Influenza activity","Intensity","-","2009-W31","CZ","Czechia",-,""
